Dur,End,File/Spkr,MaxFormants,Notes,NumberPoles,Start,Unnamed: 0,Unnamed: 0.1,Vowel,dob,file_name,gF1,gF2,gF3,gPitch,gTime,gender,gilbert_number,id,input_form,iver_number,location,oF1,oF2,oF3,oPitch,oTime,post_sound,pre_sound,speaker_number,target_form,transcription,variable
0.113,1.484,60-445-2-21-a,5500 Hz,NA,10,1.371,6,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/60-445-2-21-a.wav,585.82,1986.33,2656.62,--undefined--,1.446,f,21,60-445-2-21-a.wav,a hairbrush ,60,"converse, tx",496.04,2114.08,2685.41,486.78,1.409,?,b,445,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-114-2-21-a.wav,NA,NA,NA,NA,NA,f,21,1-114-2-21-a.wav,a hairbrush ,1,doss,NA,NA,NA,NA,NA,?,b,114,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-183-2-21-a.wav,NA,NA,NA,NA,NA,m,21,1-183-2-21-a.wav,a hairbrush ,1,doss,NA,NA,NA,NA,NA,?,b,183,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-56-2-21-a.wav,NA,NA,NA,NA,NA,f,21,1-56-2-21-a.wav,a hairbrush ,1,doss,NA,NA,NA,NA,NA,?,b,56,eine haarbuerste,?a??n? ha????b??st?,?
0.092,0.459,17-176-1-21-a,5500 Hz,NA,10,0.367,10,NA,?,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-21-a.wav,434.35,1799,2500.37,428.24,0.428,m,21,17-176-1-21-a.wav,a hairbrush ,17,doss,486.56,1702.55,2189.72,427.12,0.398,?,b,176,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1958,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-181-1-21-a.wav,NA,NA,NA,NA,NA,f,21,17-181-1-21-a.wav,a hairbrush ,17,doss,NA,NA,NA,NA,NA,?,b,181,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-187-1-21-a.wav,NA,NA,NA,NA,NA,f,21,17-187-1-21-a.wav,a hairbrush ,17,doss,NA,NA,NA,NA,NA,?,b,187,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/5-113-2-21-a.wav,NA,NA,NA,NA,NA,m,21,5-113-2-21-a.wav,a hairbrush ,5,doss,NA,NA,NA,NA,NA,?,b,113,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,14,NA,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-98-2-21-a.wav,NA,NA,NA,NA,NA,f,21,3-98-2-21-a.wav,a hairbrush ,3,floresville,NA,NA,NA,NA,NA,?,b,98,eine haarbuerste,?a??n? ha????b??st?,?
0.081,0.429,51-283-3-21-a,5500 Hz,NA,10,0.348,15,NA,?,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/51-283-3-21-a.wav,477.26,1614.81,2767.95,159.33,0.402,f,21,51-283-3-21-a.wav,a hairbrush ,51,floresville,483.3,1606.87,2754.67,163.46,0.375,?,b,283,eine haarbuerste,?a??n? ha????b??st?,?
0.103,0.666,105-404-1-21-a,5500 Hz,NA,10,0.564,16,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/105-404-1-21-a.wav,740.14,1888.96,2422.32,211.98,0.632,f,21,105-404-1-21-a.wav,a hairbrush ,105,fredericksburg,630.7,1387.82,2635.98,210.25,0.598,?,b,404,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-21-a.wav,NA,NA,NA,NA,NA,m,21,108-406-1-21-a.wav,a hairbrush ,108,fredericksburg,NA,NA,NA,NA,NA,?,b,406,eine haarbuerste,?a??n? ha????b??st?,?
0.146,0.995,110-408-1-21-a,5500 Hz,NA,10,0.849,18,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-21-a.wav,580.86,1730.78,2192.93,158.02,0.946,f,21,110-408-1-21-a.wav,a hairbrush ,110,fredericksburg,531.31,1968.83,2512.49,161.62,0.898,?,b,408,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-21-a.wav,NA,NA,NA,NA,NA,m,21,17-185-1-21-a.wav,a hairbrush ,17,fredericksburg,NA,NA,NA,NA,NA,?,b,185,eine haarbuerste,?a??n? ha????b??st?,?
0.12,0.833,29-226-2-21-a,5500 Hz,NA,10,0.713,20,NA,?,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-21-a.wav,686.74,1759.97,2743.31,77.87,0.793,m,21,29-226-2-21-a.wav,a hairbrush ,29,fredericksburg,574.53,1959.95,3008.59,--undefined--,0.753,?,b,226,eine haarbuerste,?a??n? ha????b??st?,?
0.09,2.338,53-398-1-21-a,5500 Hz,NA,10,2.247,21,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-398-1-21-a.wav,638.32,1942.48,2847.61,160.96,2.308,f,21,53-398-1-21-a.wav,a hairbrush ,53,fredericksburg,579.45,2174.26,2222.21,173,2.278,?,b,398,eine haarbuerste,?a??n? ha????b??st?,?
0.099,1.39,53-401-1-21-a,5500 Hz,NA,10,1.291,22,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-401-1-21-a.wav,466.57,1708.64,2252.13,154.7,1.357,f,21,53-401-1-21-a.wav,a hairbrush ,53,fredericksburg,458.93,1745.31,2255.49,161.41,1.324,?,b,401,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-164-2-21-a.wav,NA,NA,NA,NA,NA,f,21,1-164-2-21-a.wav,a hairbrush ,1,freyburg/black jack,NA,NA,NA,NA,NA,?,b,164,eine haarbuerste,?a??n? ha????b??st?,?
0.076,0.563,112-436-2-21-a,5500 Hz,NA,10,0.487,24,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-21-a.wav,479.09,1661.28,2056.07,139.58,0.538,m,21,112-436-2-21-a.wav,a hairbrush ,112,"giddings, tx",444.26,1756.69,2170.96,137.5,0.513,?,b,436,eine haarbuerste,?a??n? ha????b??st?,?
0.073,0.587,115-437-2-21-a,5500 Hz,NA,10,0.514,25,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-21-a.wav,471.57,1787.58,2153.55,156.59,0.563,f,21,115-437-2-21-a.wav,a hairbrush ,115,"giddings, tx",484.29,1733.94,2337.16,157.41,0.539,?,b,437,eine haarbuerste,?a??n? ha????b??st?,?
0.114,1.326,115-438-2-21-a,5500 Hz,NA,10,1.212,26,NA,?,1925,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-21-a.wav,355.7,1623.1,2019.29,197.12,1.288,f,21,115-438-2-21-a.wav,a hairbrush ,115,"giddings, tx",473.81,1747,2783.78,202.79,1.25,?,b,438,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,27,NA,NA,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-194-2-21-a.wav,NA,NA,NA,NA,NA,f,21,1-194-2-21-a.wav,a hairbrush ,1,la grange,NA,NA,NA,NA,NA,?,b,194,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-21-a.wav,NA,NA,NA,NA,NA,m,21,51-286-2-21-a.wav,a hairbrush ,51,la grange,NA,NA,NA,NA,NA,?,b,286,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,29,NA,NA,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-125-2-21-a.wav,NA,NA,NA,NA,NA,f,21,1-125-2-21-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,125,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1944,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-165-2-21-a.wav,NA,NA,NA,NA,NA,m,21,1-165-2-21-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,165,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,31,NA,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-21-a.wav,NA,NA,NA,NA,NA,m,21,1-170-2-21-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,170,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,32,NA,NA,1916,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-58-2-21-a.wav,NA,NA,NA,NA,NA,m,21,1-58-2-21-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,58,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,33,NA,NA,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-88-2-21-a.wav,NA,NA,NA,NA,NA,m,21,1-88-2-21-a.wav,a hairbrush ,1,new braunfels,NA,NA,NA,NA,NA,?,b,88,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,34,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-21-a.wav,NA,NA,NA,NA,NA,f,21,10-107-2-21-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,?,b,107,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,35,NA,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-21-a.wav,NA,NA,NA,NA,NA,f,21,10-110-2-21-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,?,b,110,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,36,NA,NA,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-159-4-21-a.wav,NA,NA,NA,NA,NA,m,21,10-159-4-21-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,?,b,159,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,37,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-21-a.wav,NA,NA,NA,NA,NA,f,21,10-171-2-21-a.wav,a hairbrush ,10,new braunfels,NA,NA,NA,NA,NA,?,b,171,eine haarbuerste,?a??n? ha????b??st?,?
0.085,0.788,103-388-1-21-a,5500 Hz,NA,10,0.703,38,NA,?,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-21-a.wav,481.57,1802.55,2702.09,112.56,0.76,m,21,103-388-1-21-a.wav,a hairbrush ,103,new braunfels,454.38,1946.26,2691.75,110.06,0.731,?,b,388,eine haarbuerste,?a??n? ha????b??st?,?
0.076,0.563,112-415-1-21-a,5500 Hz,NA,10,0.487,39,NA,?,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-21-a.wav,470.01,1808.7,2514.06,149.1,0.538,m,21,112-415-1-21-a.wav,a hairbrush ,112,"new braunfels, tx",444.75,1905.21,2509.33,153.22,0.513,?,b,415,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,40,NA,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/16-188-1-21-a.wav,NA,NA,NA,NA,NA,m,21,16-188-1-21-a.wav,a hairbrush ,16,new braunfels,NA,NA,NA,NA,NA,?,b,188,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,41,NA,NA,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/3-71-2-21-a.wav,NA,NA,NA,NA,NA,f,21,3-71-2-21-a.wav,a hairbrush ,3,new braunfels,NA,NA,NA,NA,NA,?,b,71,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,42,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-414-2-21-a.wav,NA,NA,NA,NA,NA,f,21,60-414-2-21-a.wav,a hairbrush ,60,"new braunfels, tx",NA,NA,NA,NA,NA,?,b,414,eine haarbuerste,?a??n? ha????b??st?,?
0.118,0.703,60-447-2-21-a,5500 Hz,NA,10,0.585,43,NA,?,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/60-447-2-21-a.wav,418.45,1681.22,2455.22,109.36,0.663,m,21,60-447-2-21-a.wav,a hairbrush ,60,new braunfels,385.32,1835.27,2394.45,111.65,0.624,?,b,447,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,44,NA,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/san antonio/gilbert/1-161-1-21-a.wav,NA,NA,NA,NA,NA,f,21,1-161-1-21-a.wav,a hairbrush ,1,san antonio,NA,NA,NA,NA,NA,?,b,161,eine haarbuerste,?a??n? ha????b??st?,?
NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1941,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/10-139-2-111-a.wav,NA,NA,NA,NA,NA,m,111,10-139-2-111-a.wav,a lightning bug (Lampyridae) ,10,bulverde,NA,NA,NA,NA,NA,?,v,139,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1948,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-134-2-111-a.wav,NA,NA,NA,NA,NA,f,111,9-134-2-111-a.wav,a lightning bug (Lampyridae) ,9,bulverde,NA,NA,NA,NA,NA,?,v,134,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-151-1-111-a.wav,NA,NA,NA,NA,NA,f,111,9-151-1-111-a.wav,a lightning bug (Lampyridae) ,9,bulverde,NA,NA,NA,NA,NA,?,v,151,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/bulverde/gilbert/9-153-1-111-a.wav,NA,NA,NA,NA,NA,m,111,9-153-1-111-a.wav,a lightning bug (Lampyridae) ,9,bulverde,NA,NA,NA,NA,NA,?,v,153,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1926,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/columbus/gilbert/121-453-2-111-a.wav,NA,NA,NA,NA,NA,f,111,121-453-2-111-a.wav,a lightning bug (Lampyridae) ,121,columbus,NA,NA,NA,NA,NA,?,v,453,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/1-141-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-141-2-111-a.wav,a lightning bug (Lampyridae) ,1,comfort,NA,NA,NA,NA,NA,?,v,141,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/comfort/gilbert/10-147-1-111-a.wav,NA,NA,NA,NA,NA,m,111,10-147-1-111-a.wav,a lightning bug (Lampyridae) ,10,comfort,NA,NA,NA,NA,NA,?,v,147,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/converse/gilbert/1-391-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-391-2-111-a.wav,a lightning bug (Lampyridae) ,1,converse,NA,NA,NA,NA,NA,?,v,391,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-114-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-114-2-111-a.wav,a lightning bug (Lampyridae) ,1,doss,NA,NA,NA,NA,NA,?,v,114,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1959,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-179-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-179-2-111-a.wav,a lightning bug (Lampyridae) ,1,doss,NA,NA,NA,NA,NA,?,v,179,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/1-183-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-183-2-111-a.wav,a lightning bug (Lampyridae) ,1,doss,NA,NA,NA,NA,NA,?,v,183,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1922,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-176-1-111-a.wav,NA,NA,NA,NA,NA,m,111,17-176-1-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,?,v,176,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1934,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-177-1-111-a.wav,NA,NA,NA,NA,NA,m,111,17-177-1-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,?,v,177,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-178-2-111-a.wav,NA,NA,NA,NA,NA,m,111,17-178-2-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,?,v,178,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,14,NA,NA,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-180-2-111-a.wav,NA,NA,NA,NA,NA,m,111,17-180-2-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,?,v,180,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,15,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/17-187-1-111-a.wav,NA,NA,NA,NA,NA,f,111,17-187-1-111-a.wav,a lightning bug (Lampyridae) ,17,doss,NA,NA,NA,NA,NA,?,v,187,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/doss/gilbert/5-113-2-111-a.wav,NA,NA,NA,NA,NA,m,111,5-113-2-111-a.wav,a lightning bug (Lampyridae) ,5,doss,NA,NA,NA,NA,NA,?,v,113,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,17,NA,NA,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/3-96-2-111-a.wav,NA,NA,NA,NA,NA,m,111,3-96-2-111-a.wav,a lightning bug (Lampyridae) ,3,floresville,NA,NA,NA,NA,NA,?,v,96,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,18,NA,NA,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/floresville/gilbert/51-283-3-111-a.wav,NA,NA,NA,NA,NA,f,111,51-283-3-111-a.wav,a lightning bug (Lampyridae) ,51,floresville,NA,NA,NA,NA,NA,?,v,283,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,19,NA,NA,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-199-2-111-a.wav,NA,NA,NA,NA,NA,f,111,1-199-2-111-a.wav,a lightning bug (Lampyridae) ,1,fredericksburg,NA,NA,NA,NA,NA,?,v,199,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,20,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-397-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-397-2-111-a.wav,a lightning bug (Lampyridae) ,1,fredericksburg,NA,NA,NA,NA,NA,?,v,397,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,21,NA,NA,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/1-403-2-111-a.wav,NA,NA,NA,NA,NA,m,111,1-403-2-111-a.wav,a lightning bug (Lampyridae) ,1,fredericksburg,NA,NA,NA,NA,NA,?,v,403,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,22,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/105-404-1-111-a.wav,NA,NA,NA,NA,NA,f,111,105-404-1-111-a.wav,a lightning bug (Lampyridae) ,105,fredericksburg,NA,NA,NA,NA,NA,?,v,404,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,23,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/107-405-2-111-a.wav,NA,NA,NA,NA,NA,m,111,107-405-2-111-a.wav,a lightning bug (Lampyridae) ,107,fredericksburg,NA,NA,NA,NA,NA,?,v,405,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,24,NA,NA,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-111-a.wav,NA,NA,NA,NA,NA,m,111,108-406-1-111-a.wav,a lightning bug (Lampyridae) ,108,fredericksburg,NA,NA,NA,NA,NA,?,v,406,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,25,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-407-2-111-a.wav,NA,NA,NA,NA,NA,f,111,110-407-2-111-a.wav,a lightning bug (Lampyridae) ,110,fredericksburg,NA,NA,NA,NA,NA,?,v,407,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,26,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-111-a.wav,NA,NA,NA,NA,NA,f,111,110-408-1-111-a.wav,a lightning bug (Lampyridae) ,110,fredericksburg,NA,NA,NA,NA,NA,?,v,408,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,27,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/111-410-1-111-a.wav,NA,NA,NA,NA,NA,f,111,111-410-1-111-a.wav,a lightning bug (Lampyridae) ,111,fredericksburg,NA,NA,NA,NA,NA,?,v,410,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,28,NA,NA,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-111-a.wav,NA,NA,NA,NA,NA,m,111,17-185-1-111-a.wav,a lightning bug (Lampyridae) ,17,fredericksburg,NA,NA,NA,NA,NA,?,v,185,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,29,NA,NA,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/23-224-1-111-a.wav,NA,NA,NA,NA,NA,m,111,23-224-1-111-a.wav,a lightning bug (Lampyridae) ,23,fredericksburg,NA,NA,NA,NA,NA,?,v,224,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,30,NA,NA,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-210-2-111-a.wav,NA,NA,NA,NA,NA,f,111,29-210-2-111-a.wav,a lightning bug (Lampyridae) ,29,fredericksburg,NA,NA,NA,NA,NA,?,v,210,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,31,NA,NA,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-111-a.wav,NA,NA,NA,NA,NA,m,111,29-226-2-111-a.wav,a lightning bug (Lampyridae) ,29,fredericksburg,NA,NA,NA,NA,NA,?,v,226,ein gluehwuermchen,a??n ??ly??v??mç?n,?
NA,NA,NA,NA,NA,NA,NA,32,NA,NA,1942,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/38-214-1-111-a.wav,NA,NA,NA,NA,NA,m,111,38-214-1-111-a.wav,a lightning bug (Lampyridae) ,38,fredericksburg,NA,NA,NA,NA,NA,?,v,214,ein gluehwuermchen,a??n ??ly??v??mç?n,?
